Genome	D1_P102_M Relative Abundance (%)	D1_P107_M Relative Abundance (%)	D1_P167_M Relative Abundance (%)	D1_P225_M Relative Abundance (%)	D1_P295_M Relative Abundance (%)	D1_P304_M Relative Abundance (%)	D1_P46_M Relative Abundance (%)	D1_P47_M Relative Abundance (%)	D3_P186_M Relative Abundance (%)	D3_P190_M Relative Abundance (%)	D3_P191_M Relative Abundance (%)	D3_P265_M Relative Abundance (%)	D3_P266_M Relative Abundance (%)	D3_P41_M Relative Abundance (%)	D3_P75_M Relative Abundance (%)	D3_P9_M Relative Abundance (%)	G1_P178_M Relative Abundance (%)	G1_P196_M Relative Abundance (%)	G1_P276_M Relative Abundance (%)	G1_P291_M Relative Abundance (%)	G1_P294_M Relative Abundance (%)	G1_P43_M Relative Abundance (%)	G1_P74_M Relative Abundance (%)	G1_P82_M Relative Abundance (%)	G3_P143_M Relative Abundance (%)	G3_P149_M Relative Abundance (%)	G3_P14_M Relative Abundance (%)	G3_P179_M Relative Abundance (%)	G3_P212_M Relative Abundance (%)	G3_P261_M Relative Abundance (%)	G3_P301_M Relative Abundance (%)	G3_P84_M Relative Abundance (%)
D3_bin.100	0.051429722	0.021607105	0.023614096	0.11727821	0.0053857653	0.104611084	0.022137042	0.11994594	0.117218554	9.021901	0.0647744	0.0061263046	0.123846136	0.03048805	0.0844345	0.03517769	0.03309106	0.07198596	0.018645296	0.0018720169	0.02841069	0.0028611107	0.069069505	0.0032189132	0.13298957	0.13298881	0.002835851	0.019315397	0.79556423	0.015515585	0.004397697	0.1293501
D3_bin.103	0.00020460442	0.0033404974	0.00005761737	0.000017753511	0.00083286694	0.00047273724	0.00011598852	0.00016165675	0.013773622	0.0039197314	0.000034886787	0.0002456406	0.00014033761	0.28379312	0.01424307	0.02265108	0.00003577038	0.00021665565	0.00050544576	0.000498117	0.000056935674	0.000032173455	0.0021735276	0.00001764656	0.000056141667	0.0010382592	0.011682033	0.000008862673	0.000016736161	0.000047754238	0.000031914522	0.000565352
D3_bin.104	0.0031387915	0.0024807716	0.020640746	0.000081545964	0.000062393265	0.000029376251	0.005564069	0.0032302842	3.3331325	0.018052269	0.0005593221	0.10144411	0.007652338	0.0042634397	0.0062330603	0.5488009	0.00004459564	0.0001897583	0.0000049039686	0.000106236	0.0000016416084	0.00076897215	0.000086615975	0.0008652489	0.0000019729844	0.000012046087	0.00007172792	0.00002233649	0.000022338956	0.004639948	0.000064741704	0.000034700468
D3_bin.105	0.0016739685	0.00042302292	0.00043907968	0.00020533055	0.001953113	0.00202644	0.0015483325	0.00080334494	0.0030072308	0.006965789	0.0010401335	0.0032424056	0.00061918993	0.16675623	0.14865832	0.66210836	0.0013024352	0.004471408	0.0026044657	0.0014998502	0.00338694	0.0061231386	0.0020058677	0.0036625129	0.00043226508	0.007288244	0.0021406058	0.0024393913	0.00039052966	0.0021011166	0.0010376824	0.0008658712
D3_bin.108	0.32530287	0.03096962	0.09427386	0.13121483	0.4468449	0.21581285	0.018454118	0.008437033	0.021533143	0.08678656	2.5946436	0.030101215	0.033082712	0.04857257	0.017462244	0.021095758	0.18001111	0.6542889	0.18543068	0.19037785	0.46711138	0.9693556	0.01207081	2.7514212	0.17313392	2.4639292	0.61146075	1.0272111	0.0964399	0.6752192	0.3611585	0.10748858
D3_bin.109	0.00007934523	0.0018312174	0	0	0.0006496464	0.00014449842	0.0000067174365	0.00010410684	0.0006778937	0.00040883324	0.000002674797	0.0001736761	0.00012523399	0.3825928	0.0009169494	0.0007844155	0.000007195564	0.000028315399	0.0006032411	0.0005804539	0.0000013413895	0.0000042737192	0.001594363	0.0000036615236	0.000007675043	0.000058813068	0.00012839113	0.000002545044	0.0000021084293	0.0000042436027	0.0000017561916	0.00051873724
D3_bin.112	0.002969229	0.0010626854	0.0011304615	0.00022742199	0.0021844725	0.00086674705	0.00026260348	0.0032506252	0.0018918631	0.006762287	0.02044279	0.0006855182	0.00013205828	0.35634857	0.0009795938	0.0060766614	0.0034391836	0.005044617	0.004631069	0.0019230054	0.004559423	0.003270212	0.00589517	0.0026748932	0.0003443116	0.0033450134	0.0017591667	0.003878233	0.0018811096	0.0014415061	0.0007679546	0.0014039701
D3_bin.113	0.0032480133	0.005212282	0.073443905	0.00080510706	0.00026878185	0.0004810964	0.00081329665	0.0046391976	0.0042921724	0.0012932736	0.0009995291	0.03330687	0.00047642604	0.001442697	0.015133024	0.29710233	0.00044479928	0.011574462	0.120443776	0.00015057508	0.064817935	0.0007007252	0.46699166	0.0003982631	0.1876787	0.0008579002	0.0024633794	0.00019751424	0.00006998666	0.00050670374	0.0014892975	0.07345813
D3_bin.114	0.00090304355	0.00060152623	0.00003315748	0.00003792039	0.00038602343	0.00009078088	0.000020520398	0.0038230645	0.00010135276	0.0067194216	0.009593461	0.0000328006	0.000043379237	0.27257025	0.0010036933	0.0048729354	0.0024650097	0.0016937839	0.0011153946	0.00035010942	0.0036514788	0.000029720059	0.0035596304	0.00022342152	0.00007145602	0.0015717364	0.000014930623	0.0015178517	0.0018568295	0.00028208725	0.00003467227	0.00082656066
D3_bin.13	0.0057382127	0.00030225085	0.00055304036	0.000857826	0.0013119662	0.0038912438	0.0018785608	0.0028661874	0.025336705	0.0016721583	0.0029358284	0.0032787072	0.00030544994	0.019029425	0.0021313478	0.6054711	0.0012656532	0.0040544746	0.0030844163	0.0010299254	0.005609158	0.008923682	0.00055273005	0.0045396476	0.00065292796	0.026681416	0.0056230645	0.014335826	0.000568042	0.0022570412	0.00065204897	0.003014453
D3_bin.16	0.000016934257	0.00013594463	0.000010798305	0.0000058546125	0.00018125265	0.000105430794	0.0007040283	0.000013503156	0.00064716	0.00028617692	0.0000029097605	0.001121055	0.00014606238	0.075413324	0.0004942737	0.27992764	0	0.00006722237	0.00013873358	0.00018144448	0.000005943299	0.00047597828	0.0008068924	0.0004358988	0.000022542525	0.00001110411	0.000054117914	0.00003115165	0.000007986495	0.00057220313	0.00015214508	0.00021442836
D3_bin.17	0.015751265	0.0065014404	0.0019190941	0.008998236	0.009002066	0.0056889826	0.002523379	0.010821708	0.044613287	2.972404	0.021459877	0.0054363343	0.0021498958	0.07638112	0.081516534	0.04569219	0.013342674	0.020840451	0.01636762	0.0040074666	0.017206546	0.020775905	0.00380583	0.00951753	0.0032401665	0.009592009	0.010086838	0.011182471	0.0037064562	0.00402858	0.0030447154	0.00832115
D3_bin.19	0.003154382	0.00038128992	0.00081774977	0.0005992599	0.0016012244	0.014537949	0.0013385536	0.0013833867	0.004019457	0.0056500193	0.004314702	0.0015237031	0.00076553185	0.048629608	0.12255952	0.3115611	0.0076002665	0.016332323	0.0065669534	0.012161934	0.01537991	0.00640806	0.0033265497	0.01565461	0.005841688	0.058564723	0.033857234	0.16902436	0.0032390107	0.025308345	0.0056795515	0.042064615
D3_bin.20	0.0059818593	0.0009769755	0.00071504683	0.0011593673	0.0046264227	0.004198844	0.0013749709	0.0053038932	0.009852355	0.001171764	0.0056152083	0.003144524	0.0007442983	0.2986967	0.0040504844	0.17578454	0.013551068	0.019445185	0.01657982	0.0068115145	0.012241889	0.017483143	0.0024669082	0.017581806	0.0030292918	0.120833404	0.006090046	0.018554425	0.0031471213	0.007398907	0.0036742121	0.0028999231
D3_bin.21	0.0022768825	0.0000063330053	0.00008968085	0.0000008688886	0.000060425267	0.024118504	0.00055946305	0.00071716023	0.33910245	0.00009877778	0.0001657936	0.000017273273	0.0006789387	0.00019920208	0.000680058	0.00077202637	0.000012023377	0.000022877954	0.000007503677	0.0000043479604	0.00009723543	0.00037792878	0.00016746296	0.00004179553	0.00048577433	0.00033039675	0.000055508437	0.01967296	0.00047302863	0.000506905	0.000013527771	0.0007127417
D3_bin.22	0.0026653488	0.00023327504	0.00037481677	0.0019492747	0.023457786	0.0011937178	0.0015519887	0.0012567587	0.002977255	0.0066699027	0.0027943263	0.0012845837	0.0010080843	0.0009863236	0.09054208	0.35972714	0.0011586675	0.004987241	0.004138405	0.0012386973	0.0015874043	0.0021584465	0.0011495213	0.0060378993	0.0024434687	0.009479417	0.07764916	0.0046605538	0.004333439	0.0036737693	0.0020555754	0.004628938
D3_bin.23	0.05364201	0.0017542393	0.00084681023	0.0008723035	0.0054747476	0.0034123703	0.001337779	0.004005701	0.00849804	0.0026996352	0.0042670467	0.003387445	0.0006785361	0.7384063	0.0037441119	0.20635416	0.0067785713	0.008052492	0.011311859	0.0048601986	0.01619346	0.015508364	0.004467579	0.025846196	0.0019055253	0.071639076	0.006130284	0.014212786	0.0011195558	0.0038368043	0.002282545	0.028927116
D3_bin.24	0.13044026	0.00004949275	0.00020015024	0.0007946045	0.0008298463	0.011281805	0.0012402112	0.012876937	0.018775513	0.018254181	0.004199221	0.0018601057	0.0002452683	0.002700821	0.0060409857	0.42385492	0.00035360552	0.0007169455	0.00081974524	0.00012304925	0.0013796537	0.0032936598	0.037116952	0.0010287245	0.0017710669	0.3204439	0.003123507	0.015522836	0.05267324	0.0007869298	0.00029089983	0.04605401
D3_bin.25	0.0031136663	0.0049181557	0.0100761335	0.000905237	0.00036491122	0.0005854924	0.004647156	0.0037332377	0.004940758	0.11199844	0.18786526	0.0022132683	0.002354705	0.027542302	0.0014343057	0.33821222	0.0004991839	0.00013658307	0.00006488751	0.000206977	0.00014559843	0.0028566339	0.0016651723	0.0011508834	0.0005020822	0.0011314885	0.002200862	0.0003552455	0.00009607889	0.00061005336	0.001660667	0.0010961646
D3_bin.27	0.0023324562	0.0034402453	0.015161836	0.00037274975	0.0029244549	0.0012082264	0.0056774206	0.0020512866	0.0007022833	0.001165048	0.004923035	0.018725486	0.0013872007	1.2748134	0.008718754	0.033486135	0.0019857618	0.002960838	0.011762066	0.002334165	0.002828195	0.001301228	0.02411837	0.20252988	0.010233553	0.001714324	0.0005469008	0.0011872438	0.021176023	0.0027183213	0.00080318336	0.005097824
D3_bin.28	0.0035304357	0.0014658053	0.0005677065	0.0003471038	0.0033514546	0.047980335	0.00045106656	0.0011870326	0.027273193	0.0010076176	0.0014998259	0.00083320227	0.00045274824	0.6769498	0.0021363292	0.033556227	0.003233724	0.0048085903	0.0066498257	0.003550451	0.0054819146	0.012630826	0.0057989405	0.008284174	0.0019293502	0.025620796	0.0034818489	0.009719041	0.00071222923	0.002889903	0.0017228237	0.0039591254
D3_bin.29	0.00025208865	0.0011127009	0.000027037686	0.0012026067	0.0005260333	0.00023437692	0.00013491786	0.00025475738	0.00031455513	0.53820854	0.0021834653	0.00019262751	0.0002478482	0.05423765	0.06467029	0.018248219	0.001431446	0.00050789467	0.000100470366	0.00033739372	0.00045810713	0.00022626155	0.00040695997	0.00026255756	0.00029980575	0.00008478526	0.00005719212	0.0011208239	0.0008201238	0.00014399005	0.00019409548	0.0010719965
D3_bin.2	0.00003190181	0.0018074325	0.0010096305	0.000035426205	0.002228616	0.00008746837	0.00010543764	0.00012368406	0.04621452	0.012420299	0.00013410389	0.00010866609	0.00016342949	0.42205256	0.031445205	0.020266714	0.00036545517	0.000042996206	0.0008023276	0.0008372206	0.000051036666	0.00007778252	0.0021193505	0.000026107271	0.00009641275	0.000015486587	0.025715115	0.000013475904	0.00008323245	0.00009587061	0.0000707035	0.00069179304
D3_bin.31	0.01075616	0.0004169543	0.0010588178	0.00097628584	0.0026857697	0.003042365	0.0015630254	0.0032810715	0.0090824645	0.023836985	0.002256393	0.0032975525	0.0018879699	0.054583747	0.4086051	0.449663	0.0033697193	0.005895746	0.013976336	0.0020705638	0.0051075215	0.0062978202	0.0014678973	0.005940782	0.001614823	0.019016879	0.004147451	0.00650768	0.0014634744	0.00419603	0.0019460315	0.0016604257
D3_bin.33	0.00059315306	0.00030266348	0.008013283	0.00017705813	0.000045085944	0.00014487814	0.00081023737	0.0033013874	0.010623143	0.0045714052	0.0010190448	0.0052892393	0.00028592048	0.00039629574	0.0016855341	0.39177176	0.0000926562	0.0002291066	0.0021050952	0.0000126707155	0.00039745503	0.00056857243	0.0011898846	0.0004625116	0.0012357248	0.00050750334	0.00087852473	0.00009691549	0.000071042705	0.00054406945	0.0005616789	0.00060117024
