key,value,acc
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1726526
size_fraction_upper_threshold_sam,2000,ERR1726526
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1726597
size_fraction_upper_threshold_sam,>,ERR1726597
size_fraction_lower_threshold_sam_s_dpl49,0.1,ERR594327
size_fraction_upper_threshold_sam,0.22,ERR594327
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4691829
size_fraction_upper_threshold_sam,5,ERR4691829
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1726539
size_fraction_upper_threshold_sam,2000,ERR1726539
size_fraction_lower_threshold_sam_s_dpl49,3,ERR4691693
size_fraction_upper_threshold_sam,20,ERR4691693
size_fraction_lower_threshold_sam_s_dpl49,<,ERR2762159
size_fraction_upper_threshold_sam,0.22,ERR2762159
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR3589590
size_fraction_upper_threshold_sam,3,ERR3589590
size_fraction_lower_threshold_sam_s_dpl49,<,ERR2762106
size_fraction_upper_threshold_sam,0.22,ERR2762106
size_fraction_lower_threshold_sam_s_dpl49,<,ERR2762104
size_fraction_upper_threshold_sam,0.22,ERR2762104
size_fraction_sam,30m_>1.6micron,SRR11786911
size_fraction_lower_threshold_sam_s_dpl49,20,ERR562539
size_fraction_upper_threshold_sam,180,ERR562539
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR562553
size_fraction_upper_threshold_sam,5,ERR562553
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1756324
size_fraction_upper_threshold_sam,2000,ERR1756324
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1756351
size_fraction_upper_threshold_sam,2000,ERR1756351
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879668
size_fraction_upper_threshold_sam,5,ERR1879668
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1756096
size_fraction_upper_threshold_sam,20,ERR1756096
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR562555
size_fraction_upper_threshold_sam,5,ERR562555
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR6090695
size_fraction_upper_threshold_sam,3,ERR6090695
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR562572
size_fraction_upper_threshold_sam,>,ERR562572
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879852
size_fraction_upper_threshold_sam,>,ERR1879852
size_fraction_lower_threshold_sam_s_dpl49,3,ERR1879931
size_fraction_upper_threshold_sam,>,ERR1879931
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR562413
size_fraction_upper_threshold_sam,5,ERR562413
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1756286
size_fraction_upper_threshold_sam,5,ERR1756286
size_fraction_lower_threshold_sam_s_dpl49,3,ERR1879707
size_fraction_upper_threshold_sam,>,ERR1879707
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR6093683
size_fraction_upper_threshold_sam,3,ERR6093683
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1755977
size_fraction_upper_threshold_sam,2000,ERR1755977
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879737
size_fraction_upper_threshold_sam,>,ERR1879737
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1756184
size_fraction_upper_threshold_sam,20,ERR1756184
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1756175
size_fraction_upper_threshold_sam,2000,ERR1756175
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1755963
size_fraction_upper_threshold_sam,20,ERR1755963
size_fraction_lower_threshold_sam_s_dpl49,180,ERR3518676
size_fraction_upper_threshold_sam,2000,ERR3518676
sample_protocol__size_fraction_lower_threshold_sam,not-provided,ERR4131493
sample_protocol__size_fraction_upper_threshold_sam,not-provided,ERR4131493
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR873962
size_fraction_upper_threshold_sam,5,ERR873962
size_frac_sam,0-0.45 micrometer,SRR9161592
size_frac_sam,NA,SRR14874050
size_frac_sam,NA,SRR14874077
size_frac_sam,NA,SRR14874093
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR3994075
size_fraction_upper_threshold_sam,2.7,ERR3994075
size_fraction_lower_threshold_sam_s_dpl49,3,ERR2002400
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR868506
size_fraction_upper_threshold_sam,3,ERR868506
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1726616
size_fraction_upper_threshold_sam,20,ERR1726616
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR868405
size_fraction_upper_threshold_sam,5,ERR868405
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR868406
size_fraction_upper_threshold_sam,5,ERR868406
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599045
size_fraction_upper_threshold_sam,1.6,ERR599045
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4691725
size_fraction_upper_threshold_sam,>,ERR4691725
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1726878
size_fraction_upper_threshold_sam,20,ERR1726878
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1726811
size_fraction_upper_threshold_sam,180,ERR1726811
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1726844
size_fraction_upper_threshold_sam,180,ERR1726844
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599055
size_fraction_upper_threshold_sam,3,ERR599055
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599039
size_fraction_upper_threshold_sam,3,ERR599039
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4691866
size_fraction_upper_threshold_sam,5,ERR4691866
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR868467
size_fraction_upper_threshold_sam,3,ERR868467
size_fraction_lower_threshold_sam_s_dpl49,<,ERR599374
size_fraction_upper_threshold_sam,0.22,ERR599374
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1726707
size_fraction_upper_threshold_sam,>,ERR1726707
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4691674
size_fraction_upper_threshold_sam,>,ERR4691674
sample_size_fraction_lower_threshold_sam,0.22,ERR4674178
sample_size_fraction_upper_threshold_sam,no prefiltration,ERR4674178
sample_size_fraction_lower_threshold_sam,0.22,ERR4674071
sample_size_fraction_upper_threshold_sam,No prefiltration,ERR4674071
sample_size_fraction_lower_threshold_sam,extra_value_found,ERR4674764
sample_size_fraction_upper_threshold_sam,extra_value_found,ERR4674764
sample_size_fraction_lower_threshold_sam,extra_value_found,ERR4674729
sample_size_fraction_upper_threshold_sam,no prefiltration,ERR4674729
size_fraction_sam,0-0.22 micrometer,ERR3256956
size_fraction_lower_threshold_sam_s_dpl49,180,ERR562545
size_fraction_upper_threshold_sam,2000,ERR562545
size_fraction_lower_threshold_sam_s_dpl49,3,ERR2196991
size_fraction_upper_threshold_sam,20,ERR2196991
size_fraction_lower_threshold_sam_s_dpl49,180,ERR562522
size_fraction_upper_threshold_sam,2000,ERR562522
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR562512
size_fraction_upper_threshold_sam,>,ERR562512
size_fraction_lower_threshold_sam_s_dpl49,20,ERR562365
size_fraction_upper_threshold_sam,180,ERR562365
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1756011
size_fraction_upper_threshold_sam,2000,ERR1756011
size_fraction_lower_threshold_sam_s_dpl49,5,ERR562468
size_fraction_upper_threshold_sam,20,ERR562468
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1756077
size_fraction_upper_threshold_sam,5,ERR1756077
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR6090681
size_fraction_upper_threshold_sam,1.6,ERR6090681
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1756105
size_fraction_upper_threshold_sam,5,ERR1756105
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1756028
size_fraction_upper_threshold_sam,180,ERR1756028
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4227214
size_fraction_upper_threshold_sam,>,ERR4227214
size_fraction_lower_threshold_sam_s_dpl49,180,ERR562605
size_fraction_upper_threshold_sam,2000,ERR562605
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4227190
size_fraction_upper_threshold_sam,>,ERR4227190
size_fraction_lower_threshold_sam_s_dpl49,5,ERR562718
size_fraction_upper_threshold_sam,20,ERR562718
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1755943
size_fraction_upper_threshold_sam,5,ERR1755943
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1755942
size_fraction_upper_threshold_sam,20,ERR1755942
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1756080
size_fraction_upper_threshold_sam,5,ERR1756080
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4227235
size_fraction_upper_threshold_sam,>,ERR4227235
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1755992
size_fraction_upper_threshold_sam,20,ERR1755992
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1756356
size_fraction_upper_threshold_sam,2000,ERR1756356
size_fraction_lower_threshold_sam_s_dpl49,3,ERR3518818
size_fraction_upper_threshold_sam,20,ERR3518818
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4223616
size_fraction_upper_threshold_sam,>,ERR4223616
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1700902
size_fraction_upper_threshold_sam,20,ERR1700902
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1700910
size_fraction_upper_threshold_sam,20,ERR1700910
size_fraction_lower_threshold_sam_s_dpl49,0.22 um,ERR1855244
size_fraction_lower_threshold_sam_s_dpl49,0.2,ERR2002445
size_frac_sam,NA,SRR14874097
size_frac_sam,0.02-0.22 micrometer,SRR9159696
size_fraction_sam,1.6-0.2um,SRR8075931
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599007
size_fraction_upper_threshold_sam,3,ERR599007
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1726586
size_fraction_upper_threshold_sam,2000,ERR1726586
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1726903
size_fraction_upper_threshold_sam,180,ERR1726903
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1726536
size_fraction_upper_threshold_sam,2000,ERR1726536
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR868451
size_fraction_upper_threshold_sam,3,ERR868451
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599067
size_fraction_upper_threshold_sam,3,ERR599067
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR599309
size_fraction_upper_threshold_sam,5,ERR599309
size_fraction_lower_threshold_sam_s_dpl49,<,ERR599363
size_fraction_upper_threshold_sam,0.22,ERR599363
size_fraction_lower_threshold_sam_s_dpl49,180,ERR4691849
size_fraction_upper_threshold_sam,2000,ERR4691849
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1726628
size_fraction_upper_threshold_sam,>,ERR1726628
size_fraction_lower_threshold_sam_s_dpl49,5,ERR4691752
size_fraction_upper_threshold_sam,20,ERR4691752
size_fraction_lower_threshold_sam_s_dpl49,5,ERR599329
size_fraction_upper_threshold_sam,20,ERR599329
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR868358
size_fraction_upper_threshold_sam,5,ERR868358
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599002
size_fraction_upper_threshold_sam,1.6,ERR599002
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1726875
size_fraction_upper_threshold_sam,5,ERR1726875
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR598967
size_fraction_upper_threshold_sam,3,ERR598967
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4691806
size_fraction_upper_threshold_sam,>,ERR4691806
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599051
size_fraction_upper_threshold_sam,3,ERR599051
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR868381
size_fraction_upper_threshold_sam,5,ERR868381
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4691606
size_fraction_upper_threshold_sam,>,ERR4691606
size_fraction_lower_threshold_sam_s_dpl49,<,ERR2762123
size_fraction_upper_threshold_sam,0.22,ERR2762123
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR3589564
size_fraction_upper_threshold_sam,3,ERR3589564
size_fraction_lower_threshold_sam_s_dpl49,<,ERR2762181
size_fraction_upper_threshold_sam,0.22,ERR2762181
sample_size_fraction_lower_threshold_sam,extra_value_found,ERR4674720
sample_size_fraction_upper_threshold_sam,extra_value_found,ERR4674720
sample_size_fraction_lower_threshold_sam,extra_value_found,ERR4674655
sample_size_fraction_upper_threshold_sam,extra_value_found,ERR4674655
size_fraction_sam,0-0.22 micrometer,ERR3256964
size_fraction_sam,0.22-2.7 micrometer,ERR3256929
sample_protocol__size_fraction_lower_threshold_sam,<,ERR3466813
sample_protocol__size_fraction_upper_threshold_sam,>,ERR3466813
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1756300
size_fraction_upper_threshold_sam,5,ERR1756300
size_fraction_lower_threshold_sam_s_dpl49,180,ERR562642
size_fraction_upper_threshold_sam,2000,ERR562642
size_fraction_lower_threshold_sam_s_dpl49,180,ERR562663
size_fraction_upper_threshold_sam,2000,ERR562663
size_fraction_lower_threshold_sam_s_dpl49,3,ERR1879869
size_fraction_upper_threshold_sam,>,ERR1879869
size_fraction_lower_threshold_sam_s_dpl49,5,ERR562625
size_fraction_upper_threshold_sam,20,ERR562625
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR562724
size_fraction_upper_threshold_sam,20,ERR562724
size_fraction_lower_threshold_sam_s_dpl49,20,ERR562491
size_fraction_upper_threshold_sam,180,ERR562491
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1756346
size_fraction_upper_threshold_sam,180,ERR1756346
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR562525
size_fraction_upper_threshold_sam,5,ERR562525
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1756262
size_fraction_upper_threshold_sam,2000,ERR1756262
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879837
size_fraction_upper_threshold_sam,>,ERR1879837
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1756048
size_fraction_upper_threshold_sam,180,ERR1756048
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR6093684
size_fraction_upper_threshold_sam,3,ERR6093684
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4227217
size_fraction_upper_threshold_sam,>,ERR4227217
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1756128
size_fraction_upper_threshold_sam,20,ERR1756128
size_fraction_lower_threshold_sam_s_dpl49,3,ERR1879859
size_fraction_upper_threshold_sam,>,ERR1879859
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879708
size_fraction_upper_threshold_sam,3,ERR1879708
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR3518746
size_fraction_upper_threshold_sam,>,ERR3518746
size_frac_sam,0-0.45 micrometer,SRR9161515
size_fraction_sam,0.2-2.7µm,SRR9166049
filter_fraction__um__sam,0.22 â?? 3,SRR2053288
filter_fraction__um__sam,0.22 â?? 3,SRR2053296
size_frac_sam,NA,SRR14874087
size_fraction_sam,1.6-0.2um,SRR8075968
size_fraction_sam,1.6-0.2um,SRR8075966
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR598956
size_fraction_upper_threshold_sam,3,ERR598956
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR868458
size_fraction_upper_threshold_sam,5,ERR868458
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1726887
size_fraction_upper_threshold_sam,2000,ERR1726887
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR598988
size_fraction_upper_threshold_sam,3,ERR598988
size_fraction_lower_threshold_sam_s_dpl49,20,ERR4691823
size_fraction_upper_threshold_sam,180,ERR4691823
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1726799
size_fraction_upper_threshold_sam,180,ERR1726799
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4691847
size_fraction_upper_threshold_sam,5,ERR4691847
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1726620
size_fraction_upper_threshold_sam,2000,ERR1726620
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1726600
size_fraction_upper_threshold_sam,2000,ERR1726600
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599068
size_fraction_upper_threshold_sam,3,ERR599068
size_fraction_lower_threshold_sam_s_dpl49,<,ERR599379
size_fraction_upper_threshold_sam,0.22,ERR599379
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1726767
size_fraction_upper_threshold_sam,180,ERR1726767
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR599284
size_fraction_upper_threshold_sam,5,ERR599284
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599101
size_fraction_upper_threshold_sam,3,ERR599101
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599004
size_fraction_upper_threshold_sam,3,ERR599004
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599023
size_fraction_upper_threshold_sam,3,ERR599023
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4691822
size_fraction_upper_threshold_sam,>,ERR4691822
size_fraction_lower_threshold_sam_s_dpl49,<,ERR2762176
size_fraction_upper_threshold_sam,0.22,ERR2762176
sample_size_fraction_lower_threshold_sam,0.22,ERR4674057
sample_size_fraction_upper_threshold_sam,not provided,ERR4674057
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1756065
size_fraction_upper_threshold_sam,20,ERR1756065
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR562498
size_fraction_upper_threshold_sam,5,ERR562498
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879894
size_fraction_upper_threshold_sam,>,ERR1879894
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR562662
size_fraction_upper_threshold_sam,5,ERR562662
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1879868
size_fraction_upper_threshold_sam,20,ERR1879868
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1756224
size_fraction_upper_threshold_sam,5,ERR1756224
size_fraction_lower_threshold_sam_s_dpl49,3,ERR1879762
size_fraction_upper_threshold_sam,>,ERR1879762
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR6093644
size_fraction_upper_threshold_sam,3,ERR6093644
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1755945
size_fraction_upper_threshold_sam,2000,ERR1755945
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR562385
size_fraction_upper_threshold_sam,5,ERR562385
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1755984
size_fraction_upper_threshold_sam,2000,ERR1755984
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR562392
size_fraction_upper_threshold_sam,>,ERR562392
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1759718
size_fraction_upper_threshold_sam,180,ERR1759718
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4227210
size_fraction_upper_threshold_sam,>,ERR4227210
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1756104
size_fraction_upper_threshold_sam,20,ERR1756104
size_fraction_lower_threshold_sam_s_dpl49,5,ERR562560
size_fraction_upper_threshold_sam,20,ERR562560
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879834
size_fraction_upper_threshold_sam,>,ERR1879834
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1756162
size_fraction_upper_threshold_sam,5,ERR1756162
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1756124
size_fraction_upper_threshold_sam,2000,ERR1756124
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1879839
size_fraction_upper_threshold_sam,2000,ERR1879839
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1756212
size_fraction_upper_threshold_sam,5,ERR1756212
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR562429
size_fraction_upper_threshold_sam,>,ERR562429
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4223613
size_fraction_upper_threshold_sam,>,ERR4223613
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4223621
size_fraction_upper_threshold_sam,>,ERR4223621
size_fraction_lower_threshold_sam_s_dpl49,3,ERR3518717
size_fraction_upper_threshold_sam,20,ERR3518717
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4223619
size_fraction_upper_threshold_sam,>,ERR4223619
filter_fraction_sam,3-20um,SRR13827129
size_fraction_lower_threshold_sam_s_dpl49,5,ERR599231
size_fraction_upper_threshold_sam,20,ERR599231
size_fraction_lower_threshold_sam_s_dpl49,0.22 um,ERR1855291
size_fraction_lower_threshold_sam_s_dpl49,5,ERR538178
size_fraction_upper_threshold_sam,20,ERR538178
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR2098365
size_fraction_upper_threshold_sam,>0.22,ERR2098365
size_frac_sam,NA,SRR14874076
size_fraction_microns_sam,3_to_57_microns,SRR1298815
size_frac_sam,0.22-5.0 micrometer,SRR17470376
size_fraction_sam,0.2-2.7µm,SRR8062339
size_fraction_sam,1.6-0.2um,SRR8075980
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR868507
size_fraction_upper_threshold_sam,5,ERR868507
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1726714
size_fraction_upper_threshold_sam,>,ERR1726714
size_fraction_lower_threshold_sam_s_dpl49,20,ERR4691753
size_fraction_upper_threshold_sam,180,ERR4691753
size_fraction_lower_threshold_sam_s_dpl49,0.45,ERR594347
size_fraction_upper_threshold_sam,0.8,ERR594347
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1726555
size_fraction_upper_threshold_sam,20,ERR1726555
size_fraction_lower_threshold_sam_s_dpl49,180,ERR599249
size_fraction_upper_threshold_sam,2000,ERR599249
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4691788
size_fraction_upper_threshold_sam,5,ERR4691788
size_fraction_lower_threshold_sam_s_dpl49,<,ERR2752162
size_fraction_upper_threshold_sam,0.22,ERR2752162
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599034
size_fraction_upper_threshold_sam,3,ERR599034
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR868437
size_fraction_upper_threshold_sam,5,ERR868437
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599035
size_fraction_upper_threshold_sam,3,ERR599035
size_fraction_lower_threshold_sam_s_dpl49,20,ERR4691803
size_fraction_upper_threshold_sam,180,ERR4691803
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1726821
size_fraction_upper_threshold_sam,>,ERR1726821
size_fraction_lower_threshold_sam_s_dpl49,<,ERR599357
size_fraction_upper_threshold_sam,0.22,ERR599357
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4691743
size_fraction_upper_threshold_sam,>,ERR4691743
size_fraction_lower_threshold_sam_s_dpl49,<,ERR2752164
size_fraction_upper_threshold_sam,0.22,ERR2752164
size_fraction_lower_threshold_sam_s_dpl49,180,ERR599313
size_fraction_upper_threshold_sam,2000,ERR599313
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1726619
size_fraction_upper_threshold_sam,2000,ERR1726619
size_fraction_lower_threshold_sam_s_dpl49,<,ERR2762144
size_fraction_upper_threshold_sam,0.22,ERR2762144
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4691668
size_fraction_upper_threshold_sam,>,ERR4691668
size_frac_sam,0-0.45 micrometer,SRR9161503
sample_size_fraction_lower_threshold_sam,0.22,ERR4674120
sample_size_fraction_upper_threshold_sam,no prefiltration,ERR4674120
sample_size_fraction_lower_threshold_sam,0.22,ERR4674099
sample_size_fraction_upper_threshold_sam,no size limit,ERR4674099
sample_size_fraction_lower_threshold_sam,0.22,ERR4674068
sample_size_fraction_upper_threshold_sam,no prefiltration,ERR4674068
sample_size_fraction_lower_threshold_sam,extra_value_found,ERR4674696
sample_size_fraction_upper_threshold_sam,extra_value_found,ERR4674696
sample_size_fraction_lower_threshold_sam,extra_value_found,ERR4674649
sample_size_fraction_upper_threshold_sam,extra_value_found,ERR4674649
size_fraction_lower_threshold_sam_s_dpl49,180,ERR562529
size_fraction_upper_threshold_sam,2000,ERR562529
sample_protocol__size_fraction_lower_threshold_sam,<,ERR5008034
sample_protocol__size_fraction_upper_threshold_sam,>,ERR5008034
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4227188
size_fraction_upper_threshold_sam,>,ERR4227188
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1879687
size_fraction_upper_threshold_sam,20,ERR1879687
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR562386
size_fraction_upper_threshold_sam,5,ERR562386
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879843
size_fraction_upper_threshold_sam,>,ERR1879843
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1756060
size_fraction_upper_threshold_sam,2000,ERR1756060
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879660
size_fraction_upper_threshold_sam,>,ERR1879660
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4227175
size_fraction_upper_threshold_sam,>,ERR4227175
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1756112
size_fraction_upper_threshold_sam,180,ERR1756112
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4227243
size_fraction_upper_threshold_sam,>,ERR4227243
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1755912
size_fraction_upper_threshold_sam,5,ERR1755912
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1756003
size_fraction_upper_threshold_sam,5,ERR1756003
size_fraction_lower_threshold_sam_s_dpl49,20,ERR562591
size_fraction_upper_threshold_sam,180,ERR562591
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879829
size_fraction_upper_threshold_sam,>,ERR1879829
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1756029
size_fraction_upper_threshold_sam,2000,ERR1756029
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1759710
size_fraction_upper_threshold_sam,2000,ERR1759710
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4227194
size_fraction_upper_threshold_sam,>,ERR4227194
size_fraction_lower_threshold_sam_s_dpl49,3,ERR1879669
size_fraction_upper_threshold_sam,>,ERR1879669
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1756252
size_fraction_upper_threshold_sam,20,ERR1756252
size_fraction_lower_threshold_sam_s_dpl49,3,ERR3518797
size_fraction_upper_threshold_sam,20,ERR3518797
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR3518798
size_fraction_upper_threshold_sam,>,ERR3518798
size_frac_sam,0-0.45 micrometer,SRR9161564
size_fraction_lower_threshold_sam_s_dpl49,0.22 um,ERR1855271
size_fraction_lower_threshold_sam_s_dpl49,0.22 um,ERR1855272
size_fraction_lower_threshold_sam_s_dpl49,100KD,ERR4007879
size_fraction_upper_threshold_sam,0.22,ERR4007879
size_fraction_lower_threshold_sam_s_dpl49,100KD,ERR4013378
size_fraction_upper_threshold_sam,0.22,ERR4013378
size_fraction_lower_threshold_sam_s_dpl49,100KD,ERR4013370
size_fraction_upper_threshold_sam,0.22,ERR4013370
size_frac_sam,0.22-5.0 micrometer,SRR17470374
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR598952
size_fraction_upper_threshold_sam,3,ERR598952
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR868357
size_fraction_upper_threshold_sam,5,ERR868357
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR868477
size_fraction_upper_threshold_sam,5,ERR868477
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR868401
size_fraction_upper_threshold_sam,20,ERR868401
